time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec),velocity(m/s)
1970-01-19T00:00:10.023491,9.358490566037736,1.1964596122312085e-15
1970-01-19T00:00:10.174434,9.50943396226415,1.5417038332647126e-15
1970-01-19T00:00:10.325377,9.660377358490566,1.6700598785941027e-15
1970-01-19T00:00:10.476321,9.81132075471698,1.585360040956842e-15
1970-01-19T00:00:10.627264,9.962264150943396,1.445654276604603e-15
1970-01-19T00:00:10.778208,10.11320754716981,1.4562988561592972e-15
1970-01-19T00:00:10.929151,10.264150943396226,1.7011083084058887e-15
1970-01-19T00:00:11.080094,10.415094339622641,2.052777231798526e-15
1970-01-19T00:00:11.231038,10.566037735849056,2.252894417867854e-15
1970-01-19T00:00:11.381981,10.716981132075471,2.1130897519779025e-15
1970-01-19T00:00:11.532925,10.867924528301886,1.6766320249592617e-15
1970-01-19T00:00:11.683868,11.018867924528301,1.1986876284316802e-15
1970-01-19T00:00:11.834811,11.169811320754716,9.508848974544647e-16
1970-01-19T00:00:11.985755,11.320754716981131,1.0116035935962219e-15
1970-01-19T00:00:12.136698,11.471698113207546,1.2266803391850045e-15
1970-01-19T00:00:12.287642,11.622641509433961,1.3819598084668178e-15
1970-01-19T00:00:12.438585,11.773584905660377,1.4351320417799506e-15
1970-01-19T00:00:12.589528,11.924528301886792,1.5842013552750243e-15
1970-01-19T00:00:12.740472,12.075471698113208,2.0818465649383926e-15
1970-01-19T00:00:12.891415,12.226415094339623,2.938037041630915e-15
1970-01-19T00:00:13.042358,12.377358490566039,3.782248201103049e-15
1970-01-19T00:00:13.193302,12.528301886792454,4.050042811843094e-15
1970-01-19T00:00:13.344245,12.679245283018869,3.387208299253943e-15
1970-01-19T00:00:13.495189,12.830188679245284,1.9560146525946487e-15
1970-01-19T00:00:13.646132,12.981132075471699,3.7573925751551157e-16
1970-01-19T00:00:13.797075,13.132075471698114,-6.852494801324701e-16
1970-01-19T00:00:13.948019,13.283018867924529,-9.567812366199122e-16
1970-01-19T00:00:14.098962,13.433962264150944,-6.992285946946217e-16
1970-01-19T00:00:14.249906,13.584905660377359,-4.2045309121827585e-16
1970-01-19T00:00:14.400849,13.735849056603774,-4.23848038715101e-16
1970-01-19T00:00:14.551792,13.88679245283019,-5.774271515758549e-16
1970-01-19T00:00:14.702736,14.037735849056604,-5.030550795837925e-16
1970-01-19T00:00:14.853679,14.18867924528302,-1.600643667467034e-17
1970-01-19T00:00:15.004623,14.339622641509434,5.852447341969663e-16
1970-01-19T00:00:15.155566,14.49056603773585,6.653230006072063e-16
1970-01-19T00:00:15.306509,14.641509433962264,-2.493138925236483e-16
1970-01-19T00:00:15.457453,14.79245283018868,-2.0173205197009082e-15
1970-01-19T00:00:15.608396,14.943396226415095,-3.86178310334445e-15
1970-01-19T00:00:15.759340,15.09433962264151,-4.834471003261831e-15
1970-01-19T00:00:15.910283,15.245283018867925,-4.435131408177753e-15
1970-01-19T00:00:16.061226,15.39622641509434,-2.9365952264026883e-15
1970-01-19T00:00:16.212170,15.547169811320755,-1.1971994479277731e-15
1970-01-19T00:00:16.363113,15.69811320754717,-1.2199023835712934e-16
1970-01-19T00:00:16.514057,15.849056603773585,-1.5716923166688561e-16
1970-01-19T00:00:16.665000,16.0,-1.1173994648243553e-15
1970-01-19T00:00:16.815943,16.150943396226417,-2.366853171184658e-15
1970-01-19T00:00:16.966887,16.30188679245283,-3.1542738091903486e-15
1970-01-19T00:00:17.117830,16.452830188679247,-2.8960200533431224e-15
1970-01-19T00:00:17.268774,16.60377358490566,-1.3465110335800278e-15
1970-01-19T00:00:17.419717,16.754716981132077,1.2964703552083394e-15
1970-01-19T00:00:17.570660,16.90566037735849,4.344365581189039e-15
1970-01-19T00:00:17.721604,17.056603773584907,6.729996941003752e-15
1970-01-19T00:00:17.872547,17.20754716981132,7.38021954031268e-15
1970-01-19T00:00:18.023491,17.358490566037737,5.765480121928962e-15
1970-01-19T00:00:18.174434,17.50943396226415,2.3126163794244427e-15
1970-01-19T00:00:18.325377,17.660377358490567,-1.6664834820572317e-15
1970-01-19T00:00:18.476321,17.81132075471698,-4.606107879374239e-15
1970-01-19T00:00:18.627264,17.962264150943398,-5.54108068798995e-15
1970-01-19T00:00:18.778208,18.11320754716981,-4.62556455927046e-15
1970-01-19T00:00:18.929151,18.264150943396228,-2.9444157123745232e-15
1970-01-19T00:00:19.080094,18.41509433962264,-1.7358847928890785e-15
1970-01-19T00:00:19.231038,18.566037735849058,-1.5704679111055996e-15
1970-01-19T00:00:19.381981,18.71698113207547,-2.054651332769089e-15
1970-01-19T00:00:19.532925,18.867924528301888,-2.227598858379158e-15
1970-01-19T00:00:19.683868,19.0188679245283,-1.3106898134160502e-15
1970-01-19T00:00:19.834811,19.169811320754718,7.500227429307198e-16
1970-01-19T00:00:19.985755,19.32075471698113,3.291163852403656e-15
1970-01-19T00:00:20.136698,19.471698113207548,5.387344297434336e-15
1970-01-19T00:00:20.287642,19.62264150943396,6.3548097261727495e-15
1970-01-19T00:00:20.438585,19.77358490566038,5.968058648451708e-15
1970-01-19T00:00:20.589528,19.92452830188679,4.3677600033458405e-15
1970-01-19T00:00:20.740472,20.07547169811321,1.888294263831442e-15
1970-01-19T00:00:20.891415,20.22641509433962,-9.96807490553346e-16
1970-01-19T00:00:21.042358,20.37735849056604,-3.649876787119921e-15
1970-01-19T00:00:21.193302,20.528301886792452,-5.3687114092257324e-15
1970-01-19T00:00:21.344245,20.67924528301887,-5.7090648288517e-15
1970-01-19T00:00:21.495189,20.830188679245282,-4.836281428555443e-15
1970-01-19T00:00:21.646132,20.9811320754717,-3.540437382982259e-15
1970-01-19T00:00:21.797075,21.132075471698112,-2.732866478809803e-15
1970-01-19T00:00:21.948019,21.28301886792453,-2.691767169049946e-15
1970-01-19T00:00:22.098962,21.433962264150942,-2.6593088728504132e-15
1970-01-19T00:00:22.249906,21.58490566037736,-1.2565027446336722e-15
1970-01-19T00:00:22.400849,21.735849056603772,2.4146617709135196e-15
1970-01-19T00:00:22.551792,21.88679245283019,7.738827591545964e-15
1970-01-19T00:00:22.702736,22.037735849056602,1.2500404712646994e-14
1970-01-19T00:00:22.853679,22.18867924528302,1.4034374341897738e-14
1970-01-19T00:00:23.004623,22.339622641509433,1.0982597255883377e-14
1970-01-19T00:00:23.155566,22.49056603773585,4.44950859806778e-15
1970-01-19T00:00:23.306509,22.641509433962263,-2.374202804578299e-15
1970-01-19T00:00:23.457453,22.79245283018868,-6.040232034659099e-15
1970-01-19T00:00:23.608396,22.943396226415093,-4.98890887556102e-15
1970-01-19T00:00:23.759340,23.09433962264151,-5.642680602203616e-16
1970-01-19T00:00:23.910283,23.245283018867923,3.840640580468884e-15
1970-01-19T00:00:24.061226,23.39622641509434,4.975678971892443e-15
1970-01-19T00:00:24.212170,23.547169811320753,1.7980402462079605e-15
1970-01-19T00:00:24.363113,23.69811320754717,-3.967596848563534e-15
1970-01-19T00:00:24.514057,23.849056603773583,-9.093079522632206e-15
1970-01-19T00:00:24.665000,24.0,-1.099077083031288e-14
1970-01-19T00:00:24.815943,24.150943396226417,-9.236028035036144e-15
1970-01-19T00:00:24.966887,24.30188679245283,-5.500873903716823e-15
1970-01-19T00:00:25.117830,24.452830188679247,-2.1260227519240934e-15
1970-01-19T00:00:25.268774,24.60377358490566,-5.010487613301618e-16
1970-01-19T00:00:25.419717,24.754716981132077,-4.2488756709712783e-16
1970-01-19T00:00:25.570660,24.90566037735849,-7.426057455462005e-16
1970-01-19T00:00:25.721604,25.056603773584907,-5.417863898682747e-16
1970-01-19T00:00:25.872547,25.20754716981132,1.4570488272126024e-16
1970-01-19T00:00:26.023491,25.358490566037737,6.327429800394036e-16
1970-01-19T00:00:26.174434,25.50943396226415,4.333876659194632e-16
1970-01-19T00:00:26.325377,25.660377358490567,-2.0052311929339735e-16
1970-01-19T00:00:26.476321,25.81132075471698,-5.702176901845487e-16
1970-01-19T00:00:26.627264,25.962264150943398,-3.122533748338096e-16
1970-01-19T00:00:26.778208,26.11320754716981,1.662256057177538e-16
1970-01-19T00:00:26.929151,26.264150943396228,1.0541937888027527e-16
1970-01-19T00:00:27.080094,26.41509433962264,-7.022338439568995e-16
1970-01-19T00:00:27.231038,26.566037735849058,-1.4564885544273181e-15
1970-01-19T00:00:27.381981,26.71698113207547,-9.35367010270133e-16
1970-01-19T00:00:27.532925,26.867924528301888,1.3014461469526423e-15
1970-01-19T00:00:27.683868,27.0188679245283,4.25592638215894e-15
1970-01-19T00:00:27.834811,27.169811320754718,6.20424511144787e-15
1970-01-19T00:00:27.985755,27.32075471698113,6.339025538234753e-15
1970-01-19T00:00:28.136698,27.471698113207548,5.832309720843427e-15
1970-01-19T00:00:28.287642,27.62264150943396,7.05118629388942e-15
1970-01-19T00:00:28.438585,27.77358490566038,1.1233632719326429e-14
1970-01-19T00:00:28.589528,27.92452830188679,1.6559209407605198e-14
1970-01-19T00:00:28.740472,28.07547169811321,1.8649679214706992e-14
1970-01-19T00:00:28.891415,28.22641509433962,1.3697496568236574e-14
1970-01-19T00:00:29.042358,28.37735849056604,1.9970943670290744e-15
1970-01-19T00:00:29.193302,28.528301886792452,-1.1207173812092098e-14
1970-01-19T00:00:29.344245,28.67924528301887,-1.8861712967113476e-14
1970-01-19T00:00:29.495189,28.830188679245282,-1.7270374380198756e-14
1970-01-19T00:00:29.646132,28.9811320754717,-9.253331748698611e-15
1970-01-19T00:00:29.797075,29.132075471698112,-2.403682909791986e-15
1970-01-19T00:00:29.948019,29.28301886792453,-3.3427303379761893e-15
1970-01-19T00:00:30.098962,29.433962264150942,-1.2356861113482703e-14
1970-01-19T00:00:30.249906,29.58490566037736,-2.2908171040331613e-14
1970-01-19T00:00:30.400849,29.735849056603772,-2.678181917529982e-14
1970-01-19T00:00:30.551792,29.88679245283019,-2.089359083596428e-14
1970-01-19T00:00:30.702736,30.037735849056602,-1.0032279574654067e-14
1970-01-19T00:00:30.853679,30.18867924528302,-2.8561694553767794e-15
1970-01-19T00:00:31.004623,30.339622641509433,-4.116767683092351e-15
1970-01-19T00:00:31.155566,30.49056603773585,-9.686660020840826e-15
1970-01-19T00:00:31.306509,30.641509433962263,-9.193412932696264e-15
1970-01-19T00:00:31.457453,30.79245283018868,5.088096264377348e-15
1970-01-19T00:00:31.608396,30.943396226415093,3.008934776219442e-14
1970-01-19T00:00:31.759340,31.09433962264151,5.1813209057395537e-14
1970-01-19T00:00:31.910283,31.245283018867923,5.4576403252072775e-14
1970-01-19T00:00:32.061226,31.39622641509434,3.330055222644514e-14
